"","name","area","overlap","abbrev_state","perc"
"1592","Acarape-CE",0.02,0,"CE",0
"1593","Acopiara-CE",0.23,0,"CE",0
"1594","Aiuaba-CE",0.24,0,"CE",0
"1595","Alcântaras-CE",0.01,0,"CE",0
"1596","Altaneira-CE",0.01,0,"CE",0
"1597","Alto Santo-CE",0.13,0,"CE",0
"1598","Amontada-CE",0.12,0,"CE",0
"1599","Antonina Do Norte-CE",0.03,0,"CE",0
"1600","Apuiarés-CE",0.05,0,"CE",0
"1601","Aquiraz-CE",0.05,0,"CE",0
"1602","Aracati-CE",0.12,0,"CE",0
"1603","Aracoiaba-CE",0.07,0,"CE",0
"1604","Ararendá-CE",0.03,0,"CE",0
"1605","Araripe-CE",0.11,0,"CE",0
"1606","Aratuba-CE",0.01,0,"CE",0
"1607","Arneiroz-CE",0.11,0,"CE",0
"1608","Assaré-CE",0.11,0,"CE",0
"1609","Aurora-CE",0.09,0,"CE",0
"1610","Baixio-CE",0.01,0,"CE",0
"1611","Banabuiú-CE",0.11,0,"CE",0
"1612","Barbalha-CE",0.06,0,"CE",0
"1613","Barreira-CE",0.02,0,"CE",0
"1614","Barro-CE",0.07,0,"CE",0
"1615","Baturité-CE",0.03,0,"CE",0
"1616","Beberibe-CE",0.16,0,"CE",0
"1617","Bela Cruz-CE",0.08,0,"CE",0
"1618","Boa Viagem-CE",0.28,0,"CE",0
"1619","Brejo Santo-CE",0.07,0,"CE",0
"1620","Campos Sales-CE",0.11,0,"CE",0
"1621","Canindé-CE",0.32,0,"CE",0
"1622","Capistrano-CE",0.02,0,"CE",0
"1623","Caridade-CE",0.09,0,"CE",0
"1624","Cariré-CE",0.08,0,"CE",0
"1625","Caririaçu-CE",0.06,0,"CE",0
"1626","Cariús-CE",0.11,0,"CE",0
"1627","Carnaubal-CE",0.04,0,"CE",0
"1628","Cascavel-CE",0.08,0,"CE",0
"1629","Catarina-CE",0.05,0,"CE",0
"1630","Catunda-CE",0.08,0,"CE",0
"1631","Caucaia-CE",0.12,0,"CE",0
"1632","Cedro-CE",0.07,0,"CE",0
"1633","Chaval-CE",0.02,0,"CE",0
"1634","Choró-CE",0.08,0,"CE",0
"1635","Chorozinho-CE",0.03,0,"CE",0
"1636","Coreaú-CE",0.08,0,"CE",0
"1637","Crateús-CE",0.3,0,"CE",0
"1638","Crato-CE",0.12,0,"CE",0
"1639","Croatá-CE",0.07,0,"CE",0
"1640","Cruz-CE",0.03,0,"CE",0
"1641","Deputado Irapuan Pinheiro-CE",0.05,0,"CE",0
"1642","Ererê-CE",0.04,0,"CE",0
"1643","Eusébio-CE",0.01,0,"CE",0
"1644","Farias Brito-CE",0.05,0,"CE",0
"1645","Forquilha-CE",0.05,0,"CE",0
"1646","Fortaleza-CE",0.03,0,"CE",0
"1647","Fortim-CE",0.03,0,"CE",0
"1648","Frecheirinha-CE",0.02,0,"CE",0
"1649","General Sampaio-CE",0.02,0,"CE",0
"1650","Graça-CE",0.03,0,"CE",0
"1651","Granja-CE",0.27,0,"CE",0
"1652","Granjeiro-CE",0.01,0,"CE",0
"1653","Groaíras-CE",0.02,0,"CE",0
"1654","Guaiúba-CE",0.03,0,"CE",0
"1655","Guaraciaba Do Norte-CE",0.06,0,"CE",0
"1656","Guaramiranga-CE",0.01,0,"CE",0
"1657","Hidrolândia-CE",0.1,0,"CE",0
"1658","Horizonte-CE",0.02,0,"CE",0
"1659","Ibaretama-CE",0.09,0,"CE",0
"1660","Ibiapina-CE",0.04,0,"CE",0
"1661","Ibicuitinga-CE",0.04,0,"CE",0
"1662","Icapuí-CE",0.04,0,"CE",0
"1663","Icó-CE",0.19,0,"CE",0
"1664","Iguatu-CE",0.1,0,"CE",0
"1665","Independência-CE",0.32,0,"CE",0
"1666","Ipaporanga-CE",0.07,0,"CE",0
"1667","Ipaumirim-CE",0.03,0,"CE",0
"1668","Ipu-CE",0.06,0,"CE",0
"1669","Ipueiras-CE",0.15,0,"CE",0
"1670","Iracema-CE",0.08,0,"CE",0
"1671","Irauçuba-CE",0.15,0,"CE",0
"1672","Itaiçaba-CE",0.02,0,"CE",0
"1673","Itaitinga-CE",0.02,0,"CE",0
"1674","Itapagé-CE",0.04,0,"CE",0
"1675","Itapipoca-CE",0.16,0,"CE",0
"1676","Itapiúna-CE",0.06,0,"CE",0
"1677","Itatira-CE",0.08,0,"CE",0
"1678","Jaguaretama-CE",0.18,0,"CE",0
"1679","Jaguaribara-CE",0.07,0,"CE",0
"1680","Jaguaribe-CE",0.19,0,"CE",0
"1681","Jaguaruana-CE",0.09,0,"CE",0
"1682","Jardim-CE",0.06,0,"CE",0
"1683","Jati-CE",0.04,0,"CE",0
"1684","Jijoca De Jericoacoara-CE",0.02,0,"CE",0
"1685","Juazeiro Do Norte-CE",0.02,0,"CE",0
"1686","Jucás-CE",0.09,0,"CE",0
"1687","Lavras Da Mangabeira-CE",0.1,0,"CE",0
"1688","Limoeiro Do Norte-CE",0.08,0,"CE",0
"1689","Madalena-CE",0.1,0,"CE",0
"1690","Maracanaú-CE",0.01,0,"CE",0
"1691","Maranguape-CE",0.06,0,"CE",0
"1692","Marco-CE",0.06,0,"CE",0
"1693","Martinópole-CE",0.03,0,"CE",0
"1694","Massapê-CE",0.06,0,"CE",0
"1695","Mauriti-CE",0.11,0,"CE",0
"1696","Meruoca-CE",0.02,0,"CE",0
"1697","Milagres-CE",0.06,0,"CE",0
"1698","Milhã-CE",0.05,0,"CE",0
"1699","Miraíma-CE",0.07,0,"CE",0
"1700","Missão Velha-CE",0.06,0,"CE",0
"1701","Mombaça-CE",0.21,0,"CE",0
"1702","Monsenhor Tabosa-CE",0.09,0,"CE",0
"1703","Morada Nova-CE",0.28,0,"CE",0
"1704","Moraújo-CE",0.04,0,"CE",0
"1705","Morrinhos-CE",0.04,0,"CE",0
"1706","Mucambo-CE",0.02,0,"CE",0
"1707","Mulungu-CE",0.01,0,"CE",0
"1708","Nova Olinda-CE",0.03,0,"CE",0
"1709","Nova Russas-CE",0.07,0,"CE",0
"1710","Novo Oriente-CE",0.1,0,"CE",0
"1711","Ocara-CE",0.08,0,"CE",0
"1712","Orós-CE",0.06,0,"CE",0
"1713","Pacajus-CE",0.03,0,"CE",0
"1714","Pacatuba-CE",0.01,0,"CE",0
"1715","Pacoti-CE",0.01,0,"CE",0
"1716","Pacujá-CE",0.01,0,"CE",0
"1717","Palhano-CE",0.04,0,"CE",0
"1718","Palmácia-CE",0.01,0,"CE",0
"1719","Paracuru-CE",0.03,0,"CE",0
"1720","Paraipaba-CE",0.03,0,"CE",0
"1721","Parambu-CE",0.23,0,"CE",0
"1722","Paramoti-CE",0.05,0,"CE",0
"1723","Pedra Branca-CE",0.13,0,"CE",0
"1724","Penaforte-CE",0.01,0,"CE",0
"1725","Pentecoste-CE",0.14,0,"CE",0
"1726","Pereiro-CE",0.04,0,"CE",0
"1727","Pindoretama-CE",0.01,0,"CE",0
"1728","Piquet Carneiro-CE",0.06,0,"CE",0
"1729","Pires Ferreira-CE",0.02,0,"CE",0
"1730","Poranga-CE",0.13,0,"CE",0
"1731","Porteiras-CE",0.02,0,"CE",0
"1732","Potengi-CE",0.03,0,"CE",0
"1733","Potiretama-CE",0.04,0,"CE",0
"1734","Quiterianópolis-CE",0.1,0,"CE",0
"1735","Quixadá-CE",0.2,0,"CE",0
"1736","Quixelô-CE",0.06,0,"CE",0
"1737","Quixeramobim-CE",0.33,0,"CE",0
"1738","Quixeré-CE",0.06,0,"CE",0
"1739","Redenção-CE",0.02,0,"CE",0
"1740","Reriutaba-CE",0.04,0,"CE",0
"1741","Russas-CE",0.16,0,"CE",0
"1742","Saboeiro-CE",0.14,0,"CE",0
"1743","Salitre-CE",0.08,0,"CE",0
"1744","Santana Do Acaraú-CE",0.1,0,"CE",0
"1745","Santana Do Cariri-CE",0.09,0,"CE",0
"1746","Santa Quitéria-CE",0.43,0,"CE",0
"1747","São Benedito-CE",0.03,0,"CE",0
"1748","São Gonçalo Do Amarante-CE",0.08,0,"CE",0
"1749","São João Do Jaguaribe-CE",0.03,0,"CE",0
"1750","São Luís Do Curu-CE",0.01,0,"CE",0
"1751","Senador Pompeu-CE",0.1,0,"CE",0
"1752","Senador Sá-CE",0.04,0,"CE",0
"1753","Sobral-CE",0.21,0,"CE",0
"1754","Solonópole-CE",0.15,0,"CE",0
"1755","Tabuleiro Do Norte-CE",0.09,0,"CE",0
"1756","Tamboril-CE",0.2,0,"CE",0
"1757","Tarrafas-CE",0.05,0,"CE",0
"1758","Tauá-CE",0.4,0,"CE",0
"1759","Tejuçuoca-CE",0.08,0,"CE",0
"1760","Tianguá-CE",0.09,0,"CE",0
"1761","Trairi-CE",0.09,0,"CE",0
"1762","Tururu-CE",0.02,0,"CE",0
"1763","Ubajara-CE",0.04,0,"CE",0
"1764","Umari-CE",0.03,0,"CE",0
"1765","Umirim-CE",0.03,0,"CE",0
"1766","Uruburetama-CE",0.01,0,"CE",0
"1767","Uruoca-CE",0.07,0,"CE",0
"1768","Varjota-CE",0.02,0,"CE",0
"1769","Várzea Alegre-CE",0.08,0,"CE",0
"1770","Viçosa Do Ceará-CE",0.13,0,"CE",0
"1771","Acari-RN",0.06,0,"RN",0
"1772","Açu-RN",0.13,0,"RN",0
"1773","Afonso Bezerra-RN",0.06,0,"RN",0
"1774","Água Nova-RN",0.01,0,"RN",0
"1775","Alexandria-RN",0.04,0,"RN",0
"1776","Almino Afonso-RN",0.01,0,"RN",0
"1777","Alto Do Rodrigues-RN",0.02,0,"RN",0
"1778","Angicos-RN",0.07,0,"RN",0
"1779","Antônio Martins-RN",0.02,0,"RN",0
"1780","Apodi-RN",0.16,0,"RN",0
"1781","Areia Branca-RN",0.04,0,"RN",0
"1782","Arês-RN",0.01,0,"RN",0
"1783","Augusto Severo-RN",0.09,0,"RN",0
"1784","Baía Formosa-RN",0.02,0,"RN",0
"1785","Baraúna-RN",0.08,0,"RN",0
"1786","Barcelona-RN",0.02,0,"RN",0
"1787","Bento Fernandes-RN",0.03,0,"RN",0
"1788","Bodó-RN",0.03,0,"RN",0
"1789","Bom Jesus-RN",0.01,0,"RN",0
"1790","Brejinho-RN",0.01,0,"RN",0
"1791","Caiçara Do Norte-RN",0.02,0,"RN",0
"1792","Caiçara Do Rio Do Vento-RN",0.03,0,"RN",0
"1793","Caicó-RN",0.12,0,"RN",0
"1794","Campo Redondo-RN",0.02,0,"RN",0
"1795","Canguaretama-RN",0.02,0,"RN",0
"1796","Caraúbas-RN",0.11,0,"RN",0
"1797","Carnaúba Dos Dantas-RN",0.02,0,"RN",0
"1798","Carnaubais-RN",0.05,0,"RN",0
"1799","Cerro Corá-RN",0.04,0,"RN",0
"1800","Coronel Ezequiel-RN",0.02,0,"RN",0
"1801","Coronel João Pessoa-RN",0.01,0,"RN",0
"1802","Cruzeta-RN",0.03,0,"RN",0
"1803","Currais Novos-RN",0.09,0,"RN",0
"1804","Doutor Severiano-RN",0.01,0,"RN",0
"1805","Encanto-RN",0.01,0,"RN",0
"1806","Equador-RN",0.03,0,"RN",0
"1807","Extremoz-RN",0.01,0,"RN",0
"1808","Felipe Guerra-RN",0.03,0,"RN",0
"1809","Fernando Pedroza-RN",0.03,0,"RN",0
"1810","Florânia-RN",0.05,0,"RN",0
"1811","Francisco Dantas-RN",0.02,0,"RN",0
"1812","Frutuoso Gomes-RN",0.01,0,"RN",0
"1813","Galinhos-RN",0.03,0,"RN",0
"1814","Goianinha-RN",0.02,0,"RN",0
"1815","Governador Dix-Sept Rosado-RN",0.11,0,"RN",0
"1816","Grossos-RN",0.01,0,"RN",0
"1817","Guamaré-RN",0.03,0,"RN",0
"1818","Ielmo Marinho-RN",0.03,0,"RN",0
"1819","Ipanguaçu-RN",0.04,0,"RN",0
"1820","Ipueira-RN",0.01,0,"RN",0
"1821","Itajá-RN",0.02,0,"RN",0
"1822","Itaú-RN",0.01,0,"RN",0
"1823","Jaçanã-RN",0.01,0,"RN",0
"1824","Jandaíra-RN",0.04,0,"RN",0
"1825","Janduís-RN",0.03,0,"RN",0
"1826","Januário Cicco-RN",0.02,0,"RN",0
"1827","Japi-RN",0.02,0,"RN",0
"1828","Jardim De Angicos-RN",0.03,0,"RN",0
"1829","Jardim De Piranhas-RN",0.03,0,"RN",0
"1830","Jardim Do Seridó-RN",0.04,0,"RN",0
"1831","João Câmara-RN",0.07,0,"RN",0
"1832","João Dias-RN",0.01,0,"RN",0
"1833","José Da Penha-RN",0.01,0,"RN",0
"1834","Jucurutu-RN",0.09,0,"RN",0
"1835","Lagoa D'anta-RN",0.01,0,"RN",0
"1836","Lagoa De Pedras-RN",0.01,0,"RN",0
"1837","Lagoa De Velhos-RN",0.01,0,"RN",0
"1838","Lagoa Nova-RN",0.02,0,"RN",0
"1839","Lagoa Salgada-RN",0.01,0,"RN",0
"1840","Lajes-RN",0.07,0,"RN",0
"1841","Lajes Pintadas-RN",0.01,0,"RN",0
"1842","Luís Gomes-RN",0.02,0,"RN",0
"1843","Macaíba-RN",0.05,0,"RN",0
"1844","Macau-RN",0.08,0,"RN",0
"1845","Marcelino Vieira-RN",0.03,0,"RN",0
"1846","Martins-RN",0.02,0,"RN",0
"1847","Maxaranguape-RN",0.01,0,"RN",0
"1848","Messias Targino-RN",0.01,0,"RN",0
"1849","Montanhas-RN",0.01,0,"RN",0
"1850","Monte Alegre-RN",0.02,0,"RN",0
"1851","Monte Das Gameleiras-RN",0.01,0,"RN",0
"1852","Mossoró-RN",0.21,0,"RN",0
"1853","Natal-RN",0.02,0,"RN",0
"1854","Nova Cruz-RN",0.03,0,"RN",0
"1855","Olho-D'água Do Borges-RN",0.01,0,"RN",0
"1856","Ouro Branco-RN",0.03,0,"RN",0
"1857","Paraná-RN",0.01,0,"RN",0
"1858","Paraú-RN",0.04,0,"RN",0
"1859","Parazinho-RN",0.03,0,"RN",0
"1860","Parelhas-RN",0.05,0,"RN",0
"1861","Patu-RN",0.03,0,"RN",0
"1862","Santa Maria-RN",0.02,0,"RN",0
"1863","Pau Dos Ferros-RN",0.03,0,"RN",0
"1864","Pedra Grande-RN",0.02,0,"RN",0
"1865","Pedra Preta-RN",0.03,0,"RN",0
"1866","Pedro Avelino-RN",0.1,0,"RN",0
"1867","Pendências-RN",0.04,0,"RN",0
"1868","Pilões-RN",0.01,0,"RN",0
"1869","Poço Branco-RN",0.02,0,"RN",0
"1870","Portalegre-RN",0.01,0,"RN",0
"1871","Porto Do Mangue-RN",0.03,0,"RN",0
"1872","Presidente Juscelino-RN",0.02,0,"RN",0
"1873","Pureza-RN",0.05,0,"RN",0
"1874","Rafael Fernandes-RN",0.01,0,"RN",0
"1875","Rafael Godeiro-RN",0.01,0,"RN",0
"1876","Riacho Da Cruz-RN",0.01,0,"RN",0
"1877","Riacho De Santana-RN",0.01,0,"RN",0
"1878","Riachuelo-RN",0.03,0,"RN",0
"1879","Rodolfo Fernandes-RN",0.02,0,"RN",0
"1880","Tibau-RN",0.02,0,"RN",0
"1881","Ruy Barbosa-RN",0.01,0,"RN",0
"1882","Santa Cruz-RN",0.06,0,"RN",0
"1883","Santana Do Matos-RN",0.14,0,"RN",0
"1884","Santana Do Seridó-RN",0.02,0,"RN",0
"1885","Santo Antônio-RN",0.03,0,"RN",0
"1886","São Bento Do Norte-RN",0.03,0,"RN",0
"1887","São Bento Do Trairí-RN",0.02,0,"RN",0
"1888","São Fernando-RN",0.04,0,"RN",0
"1889","São Francisco Do Oeste-RN",0.01,0,"RN",0
"1890","São Gonçalo Do Amarante-RN",0.03,0,"RN",0
"1891","São João Do Sabugi-RN",0.03,0,"RN",0
"1892","São José Do Campestre-RN",0.03,0,"RN",0
"1893","São José Do Seridó-RN",0.02,0,"RN",0
"1894","São Miguel-RN",0.02,0,"RN",0
"1895","São Miguel Do Gostoso-RN",0.03,0,"RN",0
"1896","São Paulo Do Potengi-RN",0.02,0,"RN",0
"1897","São Pedro-RN",0.02,0,"RN",0
"1898","São Rafael-RN",0.05,0,"RN",0
"1899","São Tomé-RN",0.09,0,"RN",0
"1900","São Vicente-RN",0.02,0,"RN",0
"1901","Senador Elói De Souza-RN",0.02,0,"RN",0
"1902","Serra De São Bento-RN",0.01,0,"RN",0
"1903","Serra Do Mel-RN",0.06,0,"RN",0
"1904","Serra Negra Do Norte-RN",0.06,0,"RN",0
"1905","Serrinha-RN",0.02,0,"RN",0
"1906","Serrinha Dos Pintos-RN",0.01,0,"RN",0
"1907","Severiano Melo-RN",0.02,0,"RN",0
"1908","Sítio Novo-RN",0.02,0,"RN",0
"1909","Taboleiro Grande-RN",0.01,0,"RN",0
"1910","Taipu-RN",0.04,0,"RN",0
"1911","Tangará-RN",0.04,0,"RN",0
"1912","Tenente Ananias-RN",0.02,0,"RN",0
"1913","Tenente Laurentino Cruz-RN",0.01,0,"RN",0
"1914","Tibau Do Sul-RN",0.01,0,"RN",0
"1915","Timbaúba Dos Batistas-RN",0.01,0,"RN",0
"1916","Triunfo Potiguar-RN",0.03,0,"RN",0
"1917","Umarizal-RN",0.02,0,"RN",0
"1918","Upanema-RN",0.09,0,"RN",0
"1919","Várzea-RN",0.01,0,"RN",0
"1920","Venha-Ver-RN",0.01,0,"RN",0
"1921","Vera Cruz-RN",0.01,0,"RN",0
"1922","Água Branca-PB",0.02,0,"PB",0
"1923","Aguiar-PB",0.03,0,"PB",0
"1924","Alagoa Grande-PB",0.03,0,"PB",0
"1925","Alagoa Nova-PB",0.01,0,"PB",0
"1926","Alagoinha-PB",0.01,0,"PB",0
"1927","Alcantil-PB",0.03,0,"PB",0
"1928","Algodão De Jandaíra-PB",0.02,0,"PB",0
"1929","Alhandra-PB",0.02,0,"PB",0
"1930","São João Do Rio Do Peixe-PB",0.05,0,"PB",0
"1931","Amparo-PB",0.01,0,"PB",0
"1932","Aparecida-PB",0.03,0,"PB",0
"1933","Arara-PB",0.01,0,"PB",0
"1934","Araruna-PB",0.02,0,"PB",0
"1935","Areia-PB",0.03,0,"PB",0
"1936","Areia De Baraúnas-PB",0.01,0,"PB",0
"1937","Aroeiras-PB",0.04,0,"PB",0
"1938","Assunção-PB",0.01,0,"PB",0
"1939","Baía Da Traição-PB",0.01,0,"PB",0
"1940","Bananeiras-PB",0.03,0,"PB",0
"1941","Baraúna-PB",0.01,0,"PB",0
"1942","Barra De Santana-PB",0.04,0,"PB",0
"1943","Barra De Santa Rosa-PB",0.08,0,"PB",0
"1944","Barra De São Miguel-PB",0.06,0,"PB",0
"1945","Belém-PB",0.01,0,"PB",0
"1946","Belém Do Brejo Do Cruz-PB",0.06,0,"PB",0
"1947","Bernardino Batista-PB",0.01,0,"PB",0
"1948","Boa Ventura-PB",0.02,0,"PB",0
"1949","Boa Vista-PB",0.05,0,"PB",0
"1950","Bom Sucesso-PB",0.02,0,"PB",0
"1951","Bonito De Santa Fé-PB",0.02,0,"PB",0
"1952","Boqueirão-PB",0.04,0,"PB",0
"1953","Igaracy-PB",0.02,0,"PB",0
"1954","Brejo Do Cruz-PB",0.04,0,"PB",0
"1955","Brejo Dos Santos-PB",0.01,0,"PB",0
"1956","Caaporã-PB",0.02,0,"PB",0
"1957","Cabaceiras-PB",0.05,0,"PB",0
"1958","Cachoeira Dos Índios-PB",0.02,0,"PB",0
"1959","Cacimba De Areia-PB",0.02,0,"PB",0
"1960","Cacimba De Dentro-PB",0.02,0,"PB",0
"1961","Cacimbas-PB",0.01,0,"PB",0
"1962","Caiçara-PB",0.01,0,"PB",0
"1963","Cajazeiras-PB",0.06,0,"PB",0
"1964","Cajazeirinhas-PB",0.03,0,"PB",0
"1965","Caldas Brandão-PB",0.01,0,"PB",0
"1966","Camalaú-PB",0.05,0,"PB",0
"1967","Campina Grande-PB",0.06,0,"PB",0
"1968","Capim-PB",0.01,0,"PB",0
"1969","Caraúbas-PB",0.05,0,"PB",0
"1970","Carrapateira-PB",0.01,0,"PB",0
"1971","Casserengue-PB",0.02,0,"PB",0
"1972","Catingueira-PB",0.05,0,"PB",0
"1973","Catolé Do Rocha-PB",0.06,0,"PB",0
"1974","Caturité-PB",0.01,0,"PB",0
"1975","Conceição-PB",0.06,0,"PB",0
"1976","Condado-PB",0.03,0,"PB",0
"1977","Conde-PB",0.02,0,"PB",0
"1978","Congo-PB",0.03,0,"PB",0
"1979","Coremas-PB",0.04,0,"PB",0
"1980","Coxixola-PB",0.02,0,"PB",0
"1981","Cruz Do Espírito Santo-PB",0.02,0,"PB",0
"1982","Cubati-PB",0.01,0,"PB",0
"1983","Cuité-PB",0.07,0,"PB",0
"1984","Curral De Cima-PB",0.01,0,"PB",0
"1985","Curral Velho-PB",0.02,0,"PB",0
"1986","Damião-PB",0.02,0,"PB",0
"1987","Desterro-PB",0.02,0,"PB",0
"1988","Vista Serrana-PB",0.01,0,"PB",0
"1989","Diamante-PB",0.03,0,"PB",0
"1990","Dona Inês-PB",0.02,0,"PB",0
"1991","Emas-PB",0.02,0,"PB",0
"1992","Esperança-PB",0.02,0,"PB",0
"1993","Fagundes-PB",0.02,0,"PB",0
"1994","Frei Martinho-PB",0.02,0,"PB",0
"1995","Gado Bravo-PB",0.02,0,"PB",0
"1996","Guarabira-PB",0.02,0,"PB",0
"1997","Gurinhém-PB",0.03,0,"PB",0
"1998","Gurjão-PB",0.03,0,"PB",0
"1999","Ibiara-PB",0.02,0,"PB",0
"2000","Imaculada-PB",0.03,0,"PB",0
"2001","Ingá-PB",0.03,0,"PB",0
"2002","Itaporanga-PB",0.05,0,"PB",0
"2003","Itapororoca-PB",0.01,0,"PB",0
"2004","Itatuba-PB",0.02,0,"PB",0
"2005","Jacaraú-PB",0.03,0,"PB",0
"2006","Jericó-PB",0.02,0,"PB",0
"2007","João Pessoa-PB",0.02,0,"PB",0
"2008","Juarez Távora-PB",0.01,0,"PB",0
"2009","Juazeirinho-PB",0.05,0,"PB",0
"2010","Junco Do Seridó-PB",0.02,0,"PB",0
"2011","Juripiranga-PB",0.01,0,"PB",0
"2012","Juru-PB",0.04,0,"PB",0
"2013","Lagoa-PB",0.02,0,"PB",0
"2014","Lagoa De Dentro-PB",0.01,0,"PB",0
"2015","Lagoa Seca-PB",0.01,0,"PB",0
"2016","Lastro-PB",0.01,0,"PB",0
"2017","Livramento-PB",0.03,0,"PB",0
"2018","Lucena-PB",0.01,0,"PB",0
"2019","Mãe D'água-PB",0.02,0,"PB",0
"2020","Malta-PB",0.02,0,"PB",0
"2021","Manaíra-PB",0.04,0,"PB",0
"2022","Marcação-PB",0.01,0,"PB",0
"2023","Mari-PB",0.02,0,"PB",0
"2024","Marizópolis-PB",0.01,0,"PB",0
"2025","Massaranduba-PB",0.02,0,"PB",0
"2026","Mataraca-PB",0.02,0,"PB",0
"2027","Mato Grosso-PB",0.01,0,"PB",0
"2028","Maturéia-PB",0.01,0,"PB",0
"2029","Monte Horebe-PB",0.01,0,"PB",0
"2030","Monteiro-PB",0.1,0,"PB",0
"2031","Mulungu-PB",0.02,0,"PB",0
"2032","Nazarezinho-PB",0.02,0,"PB",0
"2033","Nova Olinda-PB",0.01,0,"PB",0
"2034","Nova Palmeira-PB",0.03,0,"PB",0
"2035","Olho D'água-PB",0.06,0,"PB",0
"2036","Olivedos-PB",0.03,0,"PB",0
"2037","Ouro Velho-PB",0.01,0,"PB",0
"2038","Parari-PB",0.01,0,"PB",0
"2039","Passagem-PB",0.01,0,"PB",0
"2040","Patos-PB",0.05,0,"PB",0
"2041","Paulista-PB",0.06,0,"PB",0
"2042","Pedra Branca-PB",0.01,0,"PB",0
"2043","Pedra Lavrada-PB",0.04,0,"PB",0
"2044","Pedras De Fogo-PB",0.04,0,"PB",0
"2045","Piancó-PB",0.06,0,"PB",0
"2046","Picuí-PB",0.07,0,"PB",0
"2047","Pilões-PB",0.01,0,"PB",0
"2048","Pirpirituba-PB",0.01,0,"PB",0
"2049","Pitimbu-PB",0.01,0,"PB",0
"2050","Pocinhos-PB",0.06,0,"PB",0
"2051","Poço Dantas-PB",0.01,0,"PB",0
"2052","Poço De José De Moura-PB",0.01,0,"PB",0
"2053","Pombal-PB",0.09,0,"PB",0
"2054","Prata-PB",0.02,0,"PB",0
"2055","Princesa Isabel-PB",0.04,0,"PB",0
"2056","Puxinanã-PB",0.01,0,"PB",0
"2057","Queimadas-PB",0.04,0,"PB",0
"2058","Quixabá-PB",0.02,0,"PB",0
"2059","Remígio-PB",0.02,0,"PB",0
"2060","Pedro Régis-PB",0.01,0,"PB",0
"2061","Riachão-PB",0.01,0,"PB",0
"2062","Riacho De Santo Antônio-PB",0.01,0,"PB",0
"2063","Riacho Dos Cavalos-PB",0.03,0,"PB",0
"2064","Rio Tinto-PB",0.05,0,"PB",0
"2065","Salgadinho-PB",0.02,0,"PB",0
"2066","Santa Cecília-PB",0.02,0,"PB",0
"2067","Santa Cruz-PB",0.02,0,"PB",0
"2068","Santa Helena-PB",0.02,0,"PB",0
"2069","Santa Inês-PB",0.03,0,"PB",0
"2070","Santa Luzia-PB",0.05,0,"PB",0
"2071","Santana De Mangueira-PB",0.04,0,"PB",0
"2072","Santana Dos Garrotes-PB",0.04,0,"PB",0
"2073","Santarém-PB",0.01,0,"PB",0
"2074","Santa Rita-PB",0.07,0,"PB",0
"2075","Santa Teresinha-PB",0.04,0,"PB",0
"2076","Santo André-PB",0.02,0,"PB",0
"2077","São Bento-PB",0.02,0,"PB",0
"2078","São Bentinho-PB",0.02,0,"PB",0
"2079","São Domingos Do Cariri-PB",0.02,0,"PB",0
"2080","São Domingos-PB",0.02,0,"PB",0
"2081","São Francisco-PB",0.01,0,"PB",0
"2082","São João Do Cariri-PB",0.07,0,"PB",0
"2083","São João Do Tigre-PB",0.08,0,"PB",0
"2084","São José Da Lagoa Tapada-PB",0.03,0,"PB",0
"2085","São José De Caiana-PB",0.02,0,"PB",0
"2086","São José De Espinharas-PB",0.07,0,"PB",0
"2087","São José De Piranhas-PB",0.07,0,"PB",0
"2088","São José De Princesa-PB",0.02,0,"PB",0
"2089","São José Do Bonfim-PB",0.01,0,"PB",0
"2090","São José Do Brejo Do Cruz-PB",0.03,0,"PB",0
"2091","São José Do Sabugi-PB",0.02,0,"PB",0
"2092","São José Dos Cordeiros-PB",0.04,0,"PB",0
"2093","São Mamede-PB",0.05,0,"PB",0
"2094","São Miguel De Taipu-PB",0.01,0,"PB",0
"2095","São Sebastião De Lagoa De Roça-PB",0.01,0,"PB",0
"2096","São Sebastião Do Umbuzeiro-PB",0.05,0,"PB",0
"2097","Seridó-PB",0.03,0,"PB",0
"2098","Serra Branca-PB",0.07,0,"PB",0
"2099","Serra Grande-PB",0.01,0,"PB",0
"2100","Serra Redonda-PB",0.01,0,"PB",0
"2101","Serraria-PB",0.01,0,"PB",0
"2102","Solânea-PB",0.02,0,"PB",0
"2103","Soledade-PB",0.06,0,"PB",0
"2104","Sossêgo-PB",0.02,0,"PB",0
"2105","Sousa-PB",0.07,0,"PB",0
"2106","Sumé-PB",0.08,0,"PB",0
"2107","Tacima-PB",0.02,0,"PB",0
"2108","Taperoá-PB",0.07,0,"PB",0
"2109","Tavares-PB",0.02,0,"PB",0
"2110","Teixeira-PB",0.02,0,"PB",0
"2111","Tenório-PB",0.01,0,"PB",0
"2112","Triunfo-PB",0.02,0,"PB",0
"2113","Uiraúna-PB",0.03,0,"PB",0
"2114","Umbuzeiro-PB",0.02,0,"PB",0
"2115","Várzea-PB",0.02,0,"PB",0
"2116","Vieirópolis-PB",0.01,0,"PB",0
"2117","Zabelê-PB",0.01,0,"PB",0
"2118","Abreu E Lima-PE",0.01,0,"PE",0
"2119","Afogados Da Ingazeira-PE",0.04,0,"PE",0
"2120","Afrânio-PE",0.15,0,"PE",0
"2121","Água Preta-PE",0.05,0,"PE",0
"2122","Águas Belas-PE",0.09,0,"PE",0
